19:28:50 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:50 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:35:53 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:35:54 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:36:32 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:36:33 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:36:48 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:36:48 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:37:12 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:37:13 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:37:19 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdf 16/01/2017    #	       Producto:		Precio:
   0	          Lentes		60.0
.
19:37:51 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesMichale Suarez 23/01/2017 #	           Producto:	Precio:
2	              Lentes	120.0
1	    Camisas V Medium	25.0
1	     Camisas V Small	25.0
5	     Camisas V Small	125.0
.
22:17:59 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:18:00 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:20:19 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:20:20 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:22:27 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:22:28 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:23:32 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:23:33 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:25:54 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:25:55 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:26:05 03-10-2017	 INFO		 Gui.MainGuiController 	User logout.
22:26:11 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:26:12 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:30:39 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:30:40 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:31:19 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:31:20 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:32:18 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:32:19 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:34:25 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:34:26 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:36:41 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:36:41 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:37:28 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:37:29 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:18:09 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:18:10 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:20:38 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:20:39 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:21:27 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:21:28 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:25:50 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:25:51 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:33:33 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:33:34 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:35:05 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:35:06 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:36:01 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:36:02 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:38:58 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:38:59 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:41:05 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:41:06 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:54:28 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:54:29 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:57:02 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:57:03 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:59:32 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:59:33 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:04:08 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:04:09 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:06:23 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:06:24 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:15:47 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:15:48 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:16:38 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:16:38 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:17:10 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:17:10 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:18:27 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:18:28 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:39:54 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:39:55 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:46:39 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:46:40 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:48:36 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:48:36 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:56:41 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:56:42 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
00:58:04 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
00:58:05 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:01:01 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:01:02 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:02:42 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:02:43 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:03:18 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null Could not updateuser password1.
01:03:51 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:03:52 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:04:44 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:04:45 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:07:17 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:07:18 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:13:07 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:13:07 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:15:31 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:15:31 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:17:45 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:17:46 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:24:11 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:24:11 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:25:49 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:25:49 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:31:27 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:31:28 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:34:12 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:34:12 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:34:41 03-11-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query does not return results.
01:36:03 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:36:04 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:37:09 03-11-2017	 ERROR		 Database.UserInfo 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0.
01:37:32 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:37:33 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:38:36 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null.
01:39:44 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:39:45 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
01:41:55 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
01:41:56 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
09:49:43 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
09:49:43 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:11:47 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:11:47 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:16:57 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:16:58 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:18:50 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:18:50 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:59:36 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:59:37 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:00:45 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:00:46 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:03:10 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:03:11 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:04:44 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:04:45 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:06:48 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:06:49 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:10:45 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:10:45 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:12:25 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:12:26 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:14:43 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:14:43 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:15:00 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "*": syntax error).
12:19:05 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:19:05 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:08:59 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
13:09:00 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:11:30 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
13:11:31 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:45:53 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
13:45:54 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:54:23 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
13:54:24 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:56:31 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
13:56:31 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:59:15 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
13:59:16 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:00:24 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:00:25 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:18:58 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:18:59 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:19:04 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null.
15:19:59 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null.
15:23:01 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:23:02 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:23:06 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null.
15:25:04 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_BUSY]  The database file is locked (database is locked).
15:25:28 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_BUSY]  The database file is locked (database is locked).
15:25:55 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_BUSY]  The database file is locked (database is locked) Could not verify user admin.
15:26:00 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_BUSY]  The database file is locked (database is locked) Could not verify user admin.
15:26:06 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_BUSY]  The database file is locked (database is locked) Could not verify user admin.
15:29:10 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_BUSY]  The database file is locked (database is locked) Could not verify user admin.
15:29:18 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:29:19 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:29:54 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null.
15:32:02 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:32:02 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:32:08 03-11-2017	 ERROR		 Database.UserInfo 	Line UserInfo.java FILE UserInfo.java null.
15:33:55 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:33:56 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:36:30 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:36:31 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:36:46 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "FROM": syntax error).
15:39:39 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:39:39 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:42:01 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "FROM": syntax error).
15:42:26 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:42:27 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:43:14 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "FROM": syntax error).
15:43:43 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:43:44 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:44:15 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "FROM": syntax error).
15:45:09 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:45:09 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:45:40 03-11-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "FROM": syntax error).
15:46:13 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:46:14 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:47:24 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:47:25 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
15:51:22 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
15:51:23 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
16:06:01 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
16:06:02 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
16:07:35 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
16:07:36 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
16:08:02 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesd 16/01/2017    #                 Producto: Precio:
   1                    Lentes   60.0
.
16:08:13 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesWilmer 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
4	    Camisas V Medium	25.0
.
16:12:23 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfadfadfa 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
16:13:50 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
16:13:51 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
16:14:14 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesWilmer 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
16:14:21 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesWilmer 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
6	Pantalones Cortos Levis	35.0
8	     Camisas V Small	25.0
0	Pantalones Levis Khakis	45.0
.
16:54:02 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
16:54:03 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:16:30 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:16:31 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:16:39 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:16:43 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:18:02 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:18:03 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
17:18:06 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:18:09 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:18:10 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:18:18 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:18:25 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:19:20 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:20:38 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:20:38 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:20:46 03-11-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java null Error reading runtime properties.
17:22:48 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:22:49 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:24:19 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:24:20 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:26:48 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:26:49 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:27:28 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesWilmer 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
4	     Camisas V Large	25.0
.
17:28:10 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesfadfadfadfadfadfadfadfa 16/01/2017 #	           Producto:	Precio:
2	     Camisas V Small	25.0
.
17:28:15 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdafadfadfadfadfa 16/01/2017 #	           Producto:	Precio:
3	     Camisas V Small	25.0
.
17:28:24 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesSeneida 16/01/2017 #	           Producto:	Precio:
5	     Camisas V Large	25.0
2	    Camisas V Medium	25.0
.
17:28:32 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdaf 15/01/2017 1	Tornillos			5.0
.
17:28:39 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdadf 15/01/2017 1	Tornillos			5.0
.
17:29:25 03-11-2017	 INFO		 Gui.MainGuiController 	User logout.
17:29:35 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:30:15 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:30:16 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
17:47:17 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:47:17 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:52:37 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:52:38 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:52:55 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:52:56 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
17:53:53 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:53:53 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
17:54:25 03-11-2017	 INFO		 Gui.MainGuiController 	User logout.
17:54:31 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:54:31 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
17:55:39 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:55:40 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:55:44 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdafadf 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
17:55:49 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfafdadfadfa 16/01/2017 #	           Producto:	Precio:
1	     Camisas V Small	25.0
.
17:55:50 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salessSDsd 16/01/2017 #	           Producto:	Precio:
3	    Camisas V Medium	25.0
.
17:58:06 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:58:06 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:58:10 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdafdafdf 16/01/2017 #	           Producto:	Precio:
3	Pantalones Cortos Levis	35.0
.
17:58:58 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
17:58:59 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
17:59:03 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesd 23/01/2017 #	           Producto:	Precio:
1	              Lentes	60.0
.
21:02:52 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:02:53 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:02:57 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesafadf 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
21:02:59 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdafadfadfa 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
21:03:00 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfadf 17/01/2017 #	           Producto:	Precio:
4	     Camisas V Small	25.0
.
21:03:02 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdafa 03/11/2017 #	            Product:	Price:
1	           Puerta 2M	5000.0
.
21:03:04 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesfadfa 17/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
21:03:06 03-11-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdafd 15/01/2017 1	Tornillos			5.0
.
21:04:02 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:23:52 03-11-2017	 INFO		 Gui.MainGuiController 	User logout.
22:26:01 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:26:01 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:43:28 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:22:44 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:22:45 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
23:28:03 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
