23:49:59 23-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas d 16/01/2017    #           Producto:             Precio:
   0              Lentes                60.0
.
23:50:11 23-01-2017	 ERROR		 sample.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java null.
23:50:54 23-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
23:50:54 23-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
23:51:11 23-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas dad 16/01/2017    #           Producto:             Precio:
   3     Camisas V Small                25.0
   3    Camisas V Medium                25.0
   3Pantalones Cortos Levis                35.0
   1    Pantalones Levis                40.0
.
23:52:36 23-01-2017	 ERROR		 sample.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java null.
23:52:51 23-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
23:52:52 23-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
23:53:05 23-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas d 16/01/2017    #           Producto:Precio:
   2    Camisas V Medium25.0
   1     Camisas V Large25.0
   1     Camisas V Small25.0
   1Pantalones Cortos Levis35.0
   1    Pantalones Levis40.0
.
23:53:38 23-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas dfada 16/01/2017    #	     Producto:			Precio:
   1	    Camisas V Medium			                25.0
   1	     Camisas V Large			                25.0
   1	     Camisas V Small			                25.0
   1	Pantalones Cortos Levis			                35.0
   2	    Pantalones Levis			                40.0
.
23:53:44 23-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas dfadf 16/01/2017    #	       Producto:			Precio:
   1	    Camisas V Medium			                25.0
   1	     Camisas V Large			                25.0
   1	     Camisas V Small			                25.0
   1	Pantalones Cortos Levis			                35.0
   2	    Pantalones Levis			                40.0
.
23:53:51 23-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas df 16/01/2017    #	       Producto:		Precio:
   1	Camisas V Medium		25.0
   1	 Camisas V Large		25.0
   1	 Camisas V Small		25.0
   1	Pantalones Cortos Levis		35.0
   1	Pantalones Levis		40.0
.
19:33:35 24-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:33:36 24-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:34:03 24-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas df 16/01/2017    #Producto:                        Precio:
   1Camisas V Medium                    25.0
   1Camisas V Large                     25.0
   1Camisas V Small                     25.0
   1Pantalones Cortos Levis                35.0
   1Pantalones Levis                    40.0
.
19:40:32 24-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:40:33 24-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:51:48 24-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:51:49 24-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:52:11 24-01-2017	 INFO		 sample.MainGuiController 	admin elimino entrada de vengas dfafa 16/01/2017    #	           Producto:			             Precio:
   1	    Camisas V Medium			                25.0
   1	     Camisas V Large			                25.0
   1	     Camisas V Small			                25.0
   1	Pantalones Cortos Levis			                35.0
   1	    Pantalones Levis			                40.0
.
19:56:55 24-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:56:55 24-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:57:35 24-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:57:35 24-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
20:22:21 24-01-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
20:22:21 24-01-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:44:40 24-02-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:44:41 24-02-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:45:44 24-02-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:45:45 24-02-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:46:18 24-02-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:46:19 24-02-2017	 INFO		 sample.LoginController 	admin logged in successfully.
19:58:32 02-03-2017	 INFO		 sample.MainGuiController 	Inventory retrieved from database successfully.
19:58:33 02-03-2017	 INFO		 sample.LoginController 	admin logged in successfully.
20:42:25 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:50:15 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:50:17 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:50:21 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:50:28 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:50:33 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:50:34 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:54:33 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
20:54:34 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
21:07:26 02-03-2017	 ERROR		 Utilities.BusinessProperties 	Line FileInputStream.java FILE FileInputStream.java \custom\properties.txt (The system cannot find the path specified).
21:08:36 02-03-2017	 ERROR		 Utilities.BusinessProperties 	Line FileInputStream.java FILE FileInputStream.java \custom\properties.txt (The system cannot find the path specified).
21:50:41 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
21:50:42 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
21:50:43 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
21:50:43 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
22:23:38 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
22:26:42 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:26:46 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
22:26:50 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
22:27:04 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:27:17 02-03-2017	 ERROR		 Gui.LoginModel 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
22:28:08 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:28:11 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:28:12 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:28:37 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:29:19 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:29:26 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:29:26 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:30:34 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:30:39 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:30:40 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:37:31 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:37:35 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:35 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:37 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:37 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:39 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:39 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:49 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:37:49 02-03-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory/dist/run792133759/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:40:11 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:40:26 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:40:26 02-03-2017	 ERROR		 Gui.MainGuiController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified).
22:40:27 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:42:11 02-03-2017	 ERROR		 Gui.LoginController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified) Could not load login icons.
22:42:15 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:42:15 02-03-2017	 ERROR		 Gui.MainGuiController 	Line FileInputStream.java FILE FileInputStream.java resources\icon.png (The system cannot find the file specified).
22:42:16 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:43:11 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:43:12 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:49:30 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:49:31 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:49:35 02-03-2017	 INFO		 Gui.MainGuiController 	User logout.
22:49:40 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:49:40 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:55:02 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:55:02 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:57:58 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:57:58 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:58:05 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:05 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:08 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:08 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:09 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:09 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:13 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:13 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:17 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:17 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:20 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:20 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:20 02-03-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
22:58:20 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:31 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:31 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:33 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:33 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:35 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:35 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:39 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:39 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:40 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:40 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:40 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:40 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:41 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:41 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:42 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:42 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
22:58:43 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
22:58:43 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:05:00 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:05:01 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:05:11 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:05:11 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:05:12 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:05:12 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:05:14 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:05:14 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:05:15 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:05:15 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:05:19 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:05:19 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:05:19 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:05:19 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:06:14 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:06:15 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:06:33 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:07:12 02-03-2017	 ERROR		 Gui.MainGuiController 	Line AbstractCollection.java FILE AbstractCollection.java null.
23:07:54 02-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: DESCRIPCION).
23:11:11 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:11:12 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:18:50 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:18:51 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:19:02 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:21:04 02-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:21:04 02-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:02:00 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:02:01 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:02:04 03-03-2017	 ERROR		 Gui.MainGuiController 	Line URI.java FILE URI.java Illegal character in path at index 4: help\help.html Could not load tutorial.
22:02:08 03-03-2017	 ERROR		 Gui.MainGuiController 	Line URI.java FILE URI.java Illegal character in path at index 4: help\help.html Could not load tutorial.
22:02:38 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:02:38 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:07:31 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:07:32 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:12:19 03-03-2017	 ERROR		 Gui.MainGuiController 	Line WDesktopPeer.java FILE WDesktopPeer.java Failed to open help/help.html. Error message: The system cannot find the file specified.
 Could not load tutorial.
22:12:43 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:12:43 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:12:54 03-03-2017	 ERROR		 Gui.MainGuiController 	Line WDesktopPeer.java FILE WDesktopPeer.java Failed to open file:///help/help.html. Error message: The system cannot find the file specified.
 Could not load tutorial.
22:14:10 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:14:11 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:18:22 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:18:23 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:18:25 03-03-2017	 ERROR		 Gui.MainGuiController 	Line WDesktopPeer.java FILE WDesktopPeer.java Failed to open help/help.html. Error message: The system cannot find the file specified.
 Could not load tutorial.
22:18:41 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:18:41 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:19:25 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:19:26 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:21:28 03-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:21:29 03-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:21:48 03-03-2017	 ERROR		 Gui.MainGuiController 	Line WDesktopPeer.java FILE WDesktopPeer.java Failed to open file:///help/help.html. Error message: The system cannot find the file specified.
 Could not load tutorial.
21:39:30 05-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:39:31 05-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:40:23 05-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:24:57 05-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:24:58 05-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:26:29 05-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:26:30 05-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:07:08 07-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:07:09 07-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:08:03 07-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:08:03 07-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:08:03 07-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:08:03 07-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:08:03 07-03-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:08:09 07-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:08:09 07-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:08:09 07-03-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:08:09 07-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:08:09 07-03-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:31:07 07-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:31:08 07-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:38:24 07-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:38:25 07-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:40:37 07-03-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:40:38 07-03-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:45:28 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:45:28 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:45:37 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:45:37 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:45:37 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:47:07 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:47:08 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:47:14 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:47:14 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:47:14 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:47:23 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:47:23 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:47:23 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:47:57 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:47:58 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:48:08 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:48:08 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:48:08 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:50:07 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:50:08 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:50:18 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:50:18 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:50:42 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:51:07 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:51:07 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
